trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.8, 'e': 0.1542219517938446}",20,10,18.696834019887376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 0.15267973227590617}",20,0,19.932660498734812,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
188,False,"{'a': 0.8, 'e': 0.1511529349531471}",20,12,13.283887499668323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 0.14964140560361563}",35,23,-3.6254934475531817,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 0.14814499154757946}",20,10,16.86832256649522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 0.14666354163210368}",25,20,9.751246157632753,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.14519690621578263}",20,8,19.489663031537592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 0.1437449371536248}",20,13,11.746864777251668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.14230748778208857}",25,0,24.79435378275725,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 0.14088441290426768}",25,15,17.68149489899778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.139475568775225}",35,10,33.33622530814648,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 0.13808081308747275}",20,9,-23.491218096434462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.8, 'e': 0.136700004956598}",20,13,11.6869233818286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.13533300490703204}",20,9,18.291421784547197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 0.13397967485796172}",25,2,-43.62883866389143,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
201,False,"{'a': 0.8, 'e': 0.1326398781093821}",35,8,35.677146806795555,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.13131347932828827}",35,13,27.58394232624011,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 0.1300003445350054}",25,13,22.07217399300552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.12870034108965533}",25,0,26.917208079544892,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.8, 'e': 0.1274133376787588}",25,10,32.415849307030655,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 0.12613920430197118}",20,0,28.648948087283944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 0.12487781225895148}",20,0,33.05311345487851,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.8, 'e': 0.12362903413636196}",20,0,17.330779966101918,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.8, 'e': 0.12239274379499834}",20,10,3.337868354925302,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 0.12116881635704835}",25,17,14.845546156240918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8, 'e': 0.11995712819347787}",25,11,-12.694121474366789,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.8, 'e': 0.11875755691154309}",20,8,8.607626623655133,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 0.11756998134242766}",20,16,6.582828447812618,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 0.11639428152900338}",25,15,20.292211444045954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.11523033871371334}",20,15,8.445271222199365,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 0.1140780353265762}",20,15,3.6543035929357295,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.11293725497331045}",25,7,15.93923638354935,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 0.11180788242357734}",20,3,23.357090804959565,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 0.11068980359934157}",25,13,20.644258146865276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 0.10958290556334815}",25,7,28.85797573837064,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.10848707650771466}",20,3,16.232346196104263,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 0.10740220574263752}",20,6,13.46687222125958,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 0.10632818368521114}",25,13,-34.950090285813346,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.8, 'e': 0.10526490184835903}",20,3,23.559579579905126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.10421225282987544}",35,19,28.653964825727535,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.10317013030157669}",20,0,21.314768423769454,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.8, 'e': 0.10213842899856092}",20,0,31.265253696367264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 0.10111704470857531}",30,0,-28.62288144611491,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
229,False,"{'a': 0.8, 'e': 0.10010587426148955}",25,10,4.839634333015591,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.09910481551887466}",20,2,25.583754504332322,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.0981137673636859}",35,23,25.47170928122715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.09713262969004904}",30,24,12.538196936668118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.09616130339314856}",20,0,29.666908586991187,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.8, 'e': 0.09519969035921708}",30,16,22.308341953682657,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.0942476934556249}",30,15,20.177159361383186,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.09330521652106866}",20,12,17.47504843621239,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.09237216435585796}",25,8,29.398200618695526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.09144844271229938}",25,8,29.184560957499976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.0905339582851764}",20,5,-17.677269221580367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.8, 'e': 0.08962861870232462}",20,15,9.377161728774027,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 0.08873233251530138}",20,3,27.646905209512337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.08784500919014836}",30,19,18.51007935750517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.8, 'e': 0.08696655909824688}",20,13,15.139151295048794,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.0860968935072644}",25,7,31.388807028467554,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.08523592457219176}",25,8,34.06698975568087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.08438356532646984}",25,10,-17.962680456916818,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.8, 'e': 0.08353972967320515}",20,13,14.197530383990387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 0.0827043323764731}",25,19,13.562905811891401,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.08187728905270836}",25,17,15.44913817250579,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.08105851616218128}",35,7,20.26389758369234,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.08024793100055946}",20,0,-50.9618324898343,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
252,False,"{'a': 0.8, 'e': 0.07944545169055386}",25,0,26.87896433644128,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
253,False,"{'a': 0.8, 'e': 0.07865099717364833}",20,3,23.270887502458383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.07786448720191184}",30,21,15.106678855828028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.07708584232989273}",25,9,24.124444312327483,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.0763149839065938}",35,0,57.06125411251832,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.8, 'e': 0.07555183406752786}",25,10,20.346377642471737,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.07479631572685258}",20,5,27.120611812516373,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.07404835256958406}",30,6,5.297479308614139,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.07330786904388821}",20,16,7.581192845947264,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.07257479035344933}",20,13,10.578001585986545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.07184904244991483}",30,14,26.42390985646347,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.07113055202541568}",25,11,12.035585526810447,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 0.07041924650516153}",25,10,25.644273103116536,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.06971505404010991}",35,23,20.562352450053726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.06901790349970881}",25,9,3.2987931199299894,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.06832772446471172}",30,18,-2.8088190586262836,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.0676444472200646}",30,3,40.07127983955766,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 0.06696800274786396}",25,15,12.247543034724966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.06629832272038531}",30,15,19.470623253711622,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.06563533949318147}",25,3,33.1594295153557,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 0.06497898609824965}",20,12,15.751971363103012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.06432919623726716}",20,10,19.663214086126715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.06368590427489448}",30,24,13.449499210803415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.06304904523214554}",25,13,19.909883497608014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.06241855477982408}",20,0,22.10365473223542,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.06179436923202584}",25,12,23.841363591948397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.06117642553970558}",20,15,9.419937411396583,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 0.06056466128430853}",25,16,4.76243403020588,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.05995901467146544}",20,0,18.408428654654468,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
281,False,"{'a': 0.8, 'e': 0.059359424524750785}",20,1,8.60935245186694,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.05876583027950327}",35,18,28.184798918770216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.05817817197670824}",25,3,25.597372461852416,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.05759639025694116}",25,16,17.340387787446723,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.057020426354371746}",20,10,17.671000615857576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.05645022209082803}",20,0,18.7122601136414,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.8, 'e': 0.05588571986991975}",25,20,9.314201002242072,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.05532686267122055}",20,16,7.3454050123440515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.05477359404450834}",25,2,36.69120247784941,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.05422585810406326}",20,3,27.730808687812306,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 0.05368359952302263}",25,6,-10.232327470424678,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.8, 'e': 0.0531467635277924}",20,7,18.115252200091344,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.05261529589251448}",25,13,6.138153580804843,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.05208914293358933}",25,17,15.253772273159012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.05156825150425344}",30,0,16.699262953766024,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
296,False,"{'a': 0.8, 'e': 0.0510525689892109}",20,0,-6.095364818382865,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
297,False,"{'a': 0.8, 'e': 0.050542043299318794}",20,9,21.116164390485785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.050036622866325604}",20,16,8.933914360884748,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.04953625663766235}",25,12,24.057493233729613,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,16.45190853035965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,18.138589828810108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,22.297077796979803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,7,27.477275099558284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,26.41945083789215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,13,11.86331563560449,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,25.26600274743175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,5,25.347791033906095,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,9,22.51441107351212,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,12.190588350506744,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
